Token	Corpus	Time	Text	Genre	Type	Whole_Genitive	Possessor	Possessum	Possessor_Length	Possessum_Length
bk11.0004.02	Brown	1960	K11	General Fiction	of	the ritual of stall vendors	stall vendors	the ritual	2	2
bk11.0017.02	Brown	1960	K11	General Fiction	of	the torpid , befogged loneliness of this land	this land	the torpid , befogged loneliness	2	5
bk11.0020.01	Brown	1960	K11	General Fiction	of	the freezing loblolly of the street	the street	the freezing loblolly	2	3
bk11.0022.01	Brown	1960	K11	General Fiction	of	The chimney of the hut across from him	the hut across from him	The chimney	5	2
bk11.0024.01	Brown	1960	K11	General Fiction	of	the sopping canvas of the roof	the roof	the sopping canvas	2	3
bk11.0032.01	Brown	1960	K11	General Fiction	of	the face of that vile creature	that vile creature	the face	3	2
bk11.0040.01	Brown	1960	K11	General Fiction	of	the gray light of afternoon	afternoon	the gray light	1	3
bk11.0040.04	Brown	1960	K11	General Fiction	of	the fumes of whisky	whisky	the fumes	1	2
bk11.0041.01	Brown	1960	K11	General Fiction	of	the door of the hut	the hut	the door	2	2
bk11.0042.01	Brown	1960	K11	General Fiction	of	the figure of a man in a poncho	a man in a poncho	the figure	5	2
bk11.0043.01	Brown	1960	K11	General Fiction	of	the campmate of Simms Purdew	Simms Purdew	the campmate	2	2
bk11.0047.02	Brown	1960	K11	General Fiction	of	the hardtack-box door of the hut	the hut	the hardtack-box door	2	3
bk11.0052.01	Brown	1960	K11	General Fiction	of	the emptiness of the street , and his spirit	the street, and his spirit	the emptiness	5	2
bk11.0058.01	Brown	1960	K11	General Fiction	of	the tip of the nose	the nose	the tip	2	2
bk11.0065.01	Brown	1960	K11	General Fiction	of	the edge of camp	camp	the edge	1	2
bk11.0086.02	Brown	1960	K11	General Fiction	of	the fly of the tent	the tent	the fly	2	2
bk11.0087.01	Brown	1960	K11	General Fiction	of	the hands of Jed Hawksworth	Jed Hawksworth	the hands	2	2
bk11.0107.01	Brown	1960	K11	General Fiction	of	the edge of a cornfield	a cornfield	the edge	2	2
bk11.0109.01	Brown	1960	K11	General Fiction	of	the sweetness of pity	pity	the sweetness	1	2
bk11.0115.01	Brown	1960	K11	General Fiction	of	the glitter of the great chandelier	the great chandelier	the glitter	3	2
bk12.0003.01	Brown	1960	K12	General Fiction	s	the sun's departing warmth	the sun's	departing warmth	2	2
bk12.0012.02	Brown	1960	K12	General Fiction	of	the scent of tropical blossoms	tropical blossoms	the scent	2	2
bk12.0014.02	Brown	1960	K12	General Fiction	s	deceit's sharp point	deceit's	sharp point	1	2
bk12.0016.02	Brown	1960	K12	General Fiction	s	her husband's drugged body	her husband's	drugged body	2	2
bk12.0016.04	Brown	1960	K12	General Fiction	of	the grandeur of his fictional world , that lush garden from which he plucked flowers and herbs	his fictional world, that lush garden from which he plucked flowers and herbs	the grandeur	8	2
bk12.0028.01	Brown	1960	K12	General Fiction	s	man's contrived impurities	man's	contrived impurities	1	2
bk12.0028.02	Brown	1960	K12	General Fiction	of	the worst days of the summer past	the summer past	the worst days	3	3
bk12.0039.03	Brown	1960	K12	General Fiction	s	Eliot Sparling's neutralized minorities	Eliot Sparling's	neutralized minorities	2	2
bk12.0039.04	Brown	1960	K12	General Fiction	of	the rolling R's and constricted vowels of Los Angeles	Los Angeles	the rolling R's and constricted vowels	2	6
bk12.0059.01	Brown	1960	K12	General Fiction	of	the glassy look of an invalid	an invalid	the glassy look	2	3
bk12.0070.02	Brown	1960	K12	General Fiction	of	the intrusions of the press	the press	the intrusions	2	2
bk12.0071.03	Brown	1960	K12	General Fiction	s	Fritzie's commitments at the network	Fritzie's	commitments at the network	1	4
bk12.0082.01	Brown	1960	K12	General Fiction	of	the caravan of the previous night	the previous night	the caravan	3	2
bk12.0091.01	Brown	1960	K12	General Fiction	of	The master of the house	the house	The master	2	2
bk12.0107.02	Brown	1960	K12	General Fiction	of	the south side of the Andrus home	the Andrus home	the south side	3	3
bk12.0119.01	Brown	1960	K12	General Fiction	s	Hausman's fox terrier	Hausman's	fox terrier	1	2
bk13.0011.01	Brown	1960	K13	General Fiction	of	the front of the apartment	the apartment	the front	2	2
bk13.0011.02	Brown	1960	K13	General Fiction	of	the closed door of the study	the study	the closed door	2	3
bk13.0024.01	Brown	1960	K13	General Fiction	s	a tired horse's plodding step	a tired horse's	plodding step	3	2
bk13.0033.01	Brown	1960	K13	General Fiction	of	The first shrill ring of the telephone	the telephone	The first shrill ring	2	4
bk13.0035.02	Brown	1960	K13	General Fiction	of	the sash of his dressing gown	his dressing gown	the sash	3	2
bk13.0037.02	Brown	1960	K13	General Fiction	of	the whole length of the apartment	the apartment	the whole length	2	3
bk13.0053.02	Brown	1960	K13	General Fiction	of	the photograph of a dead person	a dead person	the photograph	3	2
bk13.0057.01	Brown	1960	K13	General Fiction	of	the style of Lancret and Boucher	Lancret and Boucher	the style	3	2
bk13.0060.01	Brown	1960	K13	General Fiction	of	the only window of the apartment	the apartment	the only window	2	3
bk13.0067.01	Brown	1960	K13	General Fiction	of	the doors of the bookcase	the bookcase	the doors	2	2
bk13.0081.01	Brown	1960	K13	General Fiction	of	the treasures of Europe	Europe	the treasures	1	2
bk13.0086.01	Brown	1960	K13	General Fiction	of	the intersection of two broad , busy , unpicturesque streets	two broad, busy, unpicturesque streets	the intersection	5	2
bk13.0087.01	Brown	1960	K13	General Fiction	of	the end of the afternoon	the afternoon	the end	2	2
bk13.0101.01	Brown	1960	K13	General Fiction	s	the Irelands' apartment in the East Eighties	the Irelands'	apartment in the East Eighties	2	5
bk13.0103.02	Brown	1960	K13	General Fiction	of	the side of the tub	the tub	the side	2	2
bk13.0111.01	Brown	1960	K13	General Fiction	of	the mystery of the little bag	the little bag	the mystery	3	2
bk14.0005.01	Brown	1960	K14	General Fiction	s	Mary's last poignant moment	Mary's	last poignant moment	1	3
bk14.0010.02	Brown	1960	K14	General Fiction	of	the place of the biblical witnesses	the biblical witnesses	the place	3	2
bk14.0014.01	Brown	1960	K14	General Fiction	of	the beginning of her journey	her journey	the beginning	2	2
bk14.0018.01	Brown	1960	K14	General Fiction	s	Jesus' inert body	Jesus'	inert body	1	2
bk14.0024.01	Brown	1960	K14	General Fiction	of	the remotest corner of his mind	his mind	the remotest corner	2	3
bk14.0028.01	Brown	1960	K14	General Fiction	of	the middle of their foreheads	their foreheads	the middle	2	2
bk14.0029.02	Brown	1960	K14	General Fiction	of	the anatomy of folds	folds	the anatomy	1	2
bk14.0030.02	Brown	1960	K14	General Fiction	of	the bank of the Tiber	the Tiber	the bank	2	2
bk14.0030.03	Brown	1960	K14	General Fiction	of	the consistency of thick mud	thick mud	the consistency	2	2
bk14.0031.02	Brown	1960	K14	General Fiction	s	the Madonna's slender legs and feet	the Madonna's	slender legs and feet	2	4
bk14.0038.01	Brown	1960	K14	General Fiction	of	the church of San Francesco a Ripa	San Francesco a Ripa	the church	4	2
bk14.0040.02	Brown	1960	K14	General Fiction	of	the Old Testament heritage of Christianity	Christianity	the Old Testament heritage	1	4
bk14.0065.01	Brown	1960	K14	General Fiction	s	Sangallo's solitary bachelor room	Sangallo's	solitary bachelor room	1	3
bk14.0073.01	Brown	1960	K14	General Fiction	of	the end of the sitting	the sitting	the end	2	2
bk14.0077.05	Brown	1960	K14	General Fiction	of	his memory of his mother	his mother	his memory	2	2
bk14.0080.01	Brown	1960	K14	General Fiction	of	the study of female anatomy	female anatomy	the study	2	2
bk14.0080.02	Brown	1960	K14	General Fiction	of	the women of Tuscany	Tuscany	the women	1	2
bk14.0081.01	Brown	1960	K14	General Fiction	of	the body lines of the Roman women	the Roman women	the body lines	3	3
bk14.0082.05	Brown	1960	K14	General Fiction	of	the dead room of Santo Spirito	Santo Spirito	the dead room	2	3
bk14.0122.02	Brown	1960	K14	General Fiction	s	Michelangelo's injured eye	Michelangelo's	injured eye	1	2
bk14.0123.01	Brown	1960	K14	General Fiction	of	the vein of a second pigeon	a second pigeon	the vein	3	2
bk15.0014.01	Brown	1960	K15	General Fiction	of	the death of such a+little child	such a+little child	the death	3	2
bk15.0048.02	Brown	1960	K15	General Fiction	of	the top of his voice	his voice	the top	2	2
bk15.0054.02	Brown	1960	K15	General Fiction	s	Joel's burning humiliation before Miss Snow's cold , bespectacled wrath	Joel's	burning humiliation before Miss Snow's cold , bespectacled wrath	1	8
bk15.0054.03	Brown	1960	K15	General Fiction	s	Miss Snow's cold , bespectacled wrath	Miss Snow's	cold , bespectacled wrath	2	4
bk15.0055.01	Brown	1960	K15	General Fiction	of	the hardest pains of growing	growing	the hardest pains	1	3
bk15.0060.01	Brown	1960	K15	General Fiction	s	the summer's purple dusk	the summer's	purple dusk	2	2
bk15.0063.03	Brown	1960	K15	General Fiction	s	Old Jack's First Brigade	Old Jack's	First Brigade	2	2
bk15.0063.04	Brown	1960	K15	General Fiction	of	all the rolling stock of the B&O Railroad	the B&O Railroad	all the rolling stock	3	4
bk15.0073.02	Brown	1960	K15	General Fiction	of	Joel's look of shock	shock	Joel's look	1	2
bk15.0074.03	Brown	1960	K15	General Fiction	of	the death of Kate's baby	Kate's baby	the death	2	2
bk15.0074.05	Brown	1960	K15	General Fiction	s	Jonathan's decision to go with the South	Jonathan's	decision to go with the South	1	6
bk15.0075.01	Brown	1960	K15	General Fiction	of	Maj. Anderson of Fort Sumter	Fort Sumter	Maj. Anderson	2	2
bk15.0084.01	Brown	1960	K15	General Fiction	of	the crest of a hill behind the house	a hill behind the house	the crest	5	2
bk15.0085.02	Brown	1960	K15	General Fiction	of	the few scattered fires of the faithful	the faithful	the few scattered fires	2	4
bk15.0089.01	Brown	1960	K15	General Fiction	s	the South's great victory	the South's	great victory	2	2
bk15.0090.01	Brown	1960	K15	General Fiction	s	McClellan's last proclamation	McClellan's	last proclamation	1	2
bk15.0113.01	Brown	1960	K15	General Fiction	s	Marsh's young aide	Marsh's	young aide	1	2
bk15.0118.01	Brown	1960	K15	General Fiction	of	the gravity of the girl's dilemma	the girl's dilemma	the gravity	3	2
bk16.0022.01	Brown	1960	K16	General Fiction	of	the hem of her gown	her gown	the hem	2	2
bk16.0023.01	Brown	1960	K16	General Fiction	of	the limits of his flesh	his flesh	the limits	2	2
bk16.0027.01	Brown	1960	K16	General Fiction	of	the back of the powerful gray horse	the powerful gray horse	the back	4	2
bk16.0031.01	Brown	1960	K16	General Fiction	s	horses' sore haunches	horses'	sore haunches	1	2
bk16.0033.01	Brown	1960	K16	General Fiction	of	the very smell of the river on his right purling along to the bay past fish weirs and rocks	the river on his right purling along to the bay past fish weirs and rocks	the very smell	8	3
bk16.0040.01	Brown	1960	K16	General Fiction	of	the features of a man	a man	the features	2	2
bk16.0048.02	Brown	1960	K16	General Fiction	of	the crowing of a tormented rooster	a tormented rooster	the crowing	3	2
bk16.0052.01	Brown	1960	K16	General Fiction	of	the long triangular wedge of Manhattan Island	Manhattan Island	the long triangular wedge	2	4
bk16.0054.01	Brown	1960	K16	General Fiction	of	the manor houses , estates , and big farms of the original ( non-Indian ) landowners	the original ( non-Indian ) landowners	the manor houses , estates , and big farms	6	8
bk16.0055.01	Brown	1960	K16	General Fiction	of	the east side of the island of Manhattan	the island of Manhattan	the east side	4	3
bk16.0056.01	Brown	1960	K16	General Fiction	of	the western tip of Long Island	Long Island	the western tip	2	3
bk16.0058.02	Brown	1960	K16	General Fiction	of	the top of the heights	the heights	the top	2	2
bk16.0064.04	Brown	1960	K16	General Fiction	of	the hulks of the East Indies merchants	the East Indies merchants	the hulks	4	2
bk16.0064.05	Brown	1960	K16	General Fiction	of	the yachts and ketches of the loyalists	the loyalists	the yachts and ketches	2	4
bk16.0065.03	Brown	1960	K16	General Fiction	of	the hands of the local Provincial Congress	the local Provincial Congress	the hands	4	2
bk16.0067.01	Brown	1960	K16	General Fiction	of	The gilt sterns of the men-of-war	the men-of-war	The gilt sterns	2	3
bk16.0067.02	Brown	1960	K16	General Fiction	of	the sides of the wooden sea walls	the wooden sea walls	the sides	4	2
bk16.0073.02	Brown	1960	K16	General Fiction	of	the east bank of the Hudson	the Hudson	the east bank	2	3
bk16.0073.03	Brown	1960	K16	General Fiction	of	the white salt-crusted roads of the Long Island Rockaways	the Long Island Rockaways	the white salt-crusted roads	4	4
bk16.0080.01	Brown	1960	K16	General Fiction	of	The wraith-like events of the last few days	the last few days	The wraith-like events	4	3
bk16.0089.01	Brown	1960	K16	General Fiction	of	the delirium of a war	a war	the delirium	2	2
bk16.0089.02	Brown	1960	K16	General Fiction	of	the spite and calumny of Whigs and Tories	Whigs and Tories	the spite and calumny	3	4
bk16.0096.01	Brown	1960	K16	General Fiction	of	The moral aridity of merchants	merchants	The moral aridity	1	3
bk16.0104.01	Brown	1960	K16	General Fiction	of	the perfectability of man	man	the perfectability	1	2
bk18.0007.01	Brown	1960	K18	General Fiction	s	Thelma's fifty dollars	Thelma's	fifty dollars	1	2
bk18.0051.01	Brown	1960	K18	General Fiction	of	the back of my neck	my neck	the back	2	2
bk18.0084.01	Brown	1960	K18	General Fiction	of	the head of the stairs	the stairs	the head	2	2
bk18.0118.02	Brown	1960	K18	General Fiction	s	Jim's pokerfaced humor	Jim's	pokerfaced humor	1	2
bk18.0143.01	Brown	1960	K18	General Fiction	of	the port of New York	New York	the port	2	2
bk18.0145.01	Brown	1960	K18	General Fiction	of	the protection of his musclemen	his musclemen	the protection	2	2
bk18.0146.01	Brown	1960	K18	General Fiction	of	business agent of the Redhook local	the Redhook local	business agent	3	2
bn01.0006.01	Brown	1960	N01	Adventure Fiction	of	the middle of the night	the night	the middle	2	2
bn01.0038.02	Brown	1960	N01	Adventure Fiction	of	the front of the house	the house	the front	2	2
bn01.0055.02	Brown	1960	N01	Adventure Fiction	of	the edge of the dipper	the dipper	the edge	2	2
bn01.0061.02	Brown	1960	N01	Adventure Fiction	of	the front of the house	the house	the front	2	2
bn01.0087.01	Brown	1960	N01	Adventure Fiction	s	The girl's thin face	The girl's	thin face	2	2
bn01.0088.01	Brown	1960	N01	Adventure Fiction	of	the face of a killer	a killer	the face	2	2
bn01.0142.01	Brown	1960	N01	Adventure Fiction	of	the back of the house	the house	the back	2	2
bn02.0006.01	Brown	1960	N02	Adventure Fiction	of	the porch of the Splendide	the Splendide	the porch	2	2
bn02.0009.01	Brown	1960	N02	Adventure Fiction	of	the face of the man he had known	the man he had known	the face	5	2
bn02.0049.01	Brown	1960	N02	Adventure Fiction	of	the hot confinement of the room	the room	the hot confinement	2	3
bn02.0053.01	Brown	1960	N02	Adventure Fiction	of	the warm flesh of his neck	his neck	the warm flesh	2	3
bn02.0078.01	Brown	1960	N02	Adventure Fiction	s	the stallion's quivering neck	the stallion's	quivering neck	2	2
bn02.0096.01	Brown	1960	N02	Adventure Fiction	of	the black crest of the mountains	the mountains	the black crest	2	3
bn02.0096.02	Brown	1960	N02	Adventure Fiction	of	the absence of light	light	the absence	1	2
bn02.0097.02	Brown	1960	N02	Adventure Fiction	of	the hoot of an owl	an owl	the hoot	2	2
bn02.0097.03	Brown	1960	N02	Adventure Fiction	of	the rustle of a blade of grass	a blade of grass	the rustle	4	2
bn02.0097.06	Brown	1960	N02	Adventure Fiction	of	the will of men	men	the will	1	2
bn02.0100.01	Brown	1960	N02	Adventure Fiction	of	the postures of the broken and the dying	the broken and the dying	the postures	5	2
bn02.0101.02	Brown	1960	N02	Adventure Fiction	of	the bones of the relationships he had sought so desperately	the relationships he had sought so desperately	the bones	7	2
bn02.0105.02	Brown	1960	N02	Adventure Fiction	of	the high ridge of the mountains	the mountains	the high ridge	2	3
bn02.0106.01	Brown	1960	N02	Adventure Fiction	of	the contours of trees and fences and palely shadowed gullies	trees and fences and palely shadowed gullies	the contours	7	2
bn02.0107.01	Brown	1960	N02	Adventure Fiction	of	the weary though watchful eyes of two men posted a+few hundred yards away in the windless shelter of the trees	two men posted a+few hundred yards away in the windless shelter of the trees	the weary though watchful eyes	8	5
bn02.0107.02	Brown	1960	N02	Adventure Fiction	of	the windless shelter of the trees	the trees	the windless shelter	2	3
bn02.0108.02	Brown	1960	N02	Adventure Fiction	of	the steps of the saloon	the saloon	the steps	2	2
bn02.0113.02	Brown	1960	N02	Adventure Fiction	of	the hollow of his cheek	his cheek	the hollow	2	2
bn02.0121.02	Brown	1960	N02	Adventure Fiction	of	the far end of the valley	the valley	the far end	2	3
bn02.0127.01	Brown	1960	N02	Adventure Fiction	s	Clayton's mocking smile	Clayton's	mocking smile	1	2
bn02.0141.01	Brown	1960	N02	Adventure Fiction	of	the cloying warmth of the saloon	the saloon	the cloying warmth	2	3
bn02.0141.02	Brown	1960	N02	Adventure Fiction	of	the cold of the ebbing night	the ebbing night	the cold	3	2
bn02.0142.01	Brown	1960	N02	Adventure Fiction	of	the sleeve of his jacket	his jacket	the sleeve	2	2
bn02.0146.03	Brown	1960	N02	Adventure Fiction	of	the shadows of the running horses	the running horses	the shadows	3	2
bn02.0149.02	Brown	1960	N02	Adventure Fiction	of	the hoofs of Gavin's stallion	Gavin's stallion	the hoofs	2	2
bn02.0155.01	Brown	1960	N02	Adventure Fiction	of	the staccato beat of hoofs	hoofs	the staccato beat	1	3
bn02.0160.01	Brown	1960	N02	Adventure Fiction	of	every leaping stride of the horse beneath him	the horse beneath him	every leaping stride	4	3
bn03.0025.01	Brown	1960	N03	Adventure Fiction	of	the sake of Julia and Susan	Julia and Susan	the sake	3	2
bn03.0065.01	Brown	1960	N03	Adventure Fiction	of	the rear wall of the stockade	the stockade	the rear wall	2	3
bn03.0075.01	Brown	1960	N03	Adventure Fiction	of	the shadow of the stockade wall	the stockade wall	the shadow	3	2
bn03.0077.01	Brown	1960	N03	Adventure Fiction	of	the muzzle of the pistol	the pistol	the muzzle	2	2
bn03.0085.01	Brown	1960	N03	Adventure Fiction	of	The explosion of the rifle	the rifle	The explosion	2	2
bn03.0085.02	Brown	1960	N03	Adventure Fiction	of	the walls of the stockade	the stockade	the walls	2	2
bn03.0094.01	Brown	1960	N03	Adventure Fiction	s	The sentry's saddled horse	The sentry's	saddled horse	2	2
bn03.0099.01	Brown	1960	N03	Adventure Fiction	s	Mike's attempt to push him toward the horse	Mike's	attempt to push him toward the horse	1	7
bn03.0126.02	Brown	1960	N03	Adventure Fiction	of	the west end of the enclosure	the enclosure	the west end	2	3
bn03.0130.01	Brown	1960	N03	Adventure Fiction	of	the east wall of the stockade	the stockade	the east wall	2	3
bn03.0130.02	Brown	1960	N03	Adventure Fiction	of	the rear of the two frame buildings	the two frame buildings	the rear	4	2
bn03.0133.01	Brown	1960	N03	Adventure Fiction	of	the wake of the departing horses	the departing horses	the wake	3	2
bn03.0140.01	Brown	1960	N03	Adventure Fiction	of	the rear of the frame buildings	the frame buildings	the rear	3	2
bn03.0143.01	Brown	1960	N03	Adventure Fiction	of	the open door of the lighted orderly room	the lighted orderly room	the open door	4	3
bn03.0143.04	Brown	1960	N03	Adventure Fiction	of	the east end of the stockade	the stockade	the east end	2	3
bn03.0153.01	Brown	1960	N03	Adventure Fiction	of	the looming hoods of the supply wagons	the supply wagons	the looming hoods	3	3
bn03.0157.01	Brown	1960	N03	Adventure Fiction	of	the contents of the canister	the canister	the contents	2	2
bn03.0164.01	Brown	1960	N03	Adventure Fiction	of	the muzzle of one of the rifles that projected from the shoulder pack	one of the rifles that projected from the shoulder pack	the muzzle	8	2
bn03.0200.01	Brown	1960	N03	Adventure Fiction	of	The roof of the command post	the command post	The roof	3	2
bn03.0200.01	Brown	1960	N03	Adventure Fiction	of	The roof of the command post	the command post	The roof	3	2
bn03.0200.01	Brown	1960	N03	Adventure Fiction	of	The roof of the command post	the command post	The roof	3	2
bn04.0011.01	Brown	1960	N04	Adventure Fiction	of	the center of the camp	the camp	the center	2	2
bn04.0029.01	Brown	1960	N04	Adventure Fiction	of	the ears of the Sioux	the Sioux	the ears	2	2
bn04.0050.03	Brown	1960	N04	Adventure Fiction	s	Old Knife's large party of screeching warriors	Old Knife's	large party of screeching warriors	2	5
bn04.0052.03	Brown	1960	N04	Adventure Fiction	of	the endless wars of the plains	the plains	the endless wars	2	3
bn04.0064.02	Brown	1960	N04	Adventure Fiction	of	the center of a wide valley	a wide valley	the center	3	2
bn04.0071.01	Brown	1960	N04	Adventure Fiction	of	the sounds of the industrious insects	the industrious insects	the sounds	3	2
bn04.0072.01	Brown	1960	N04	Adventure Fiction	of	the whinny of a restless pony	a restless pony	the whinny	3	2
bn04.0078.01	Brown	1960	N04	Adventure Fiction	of	the barrel of his rifle	his rifle	the barrel	2	2
bn04.0090.03	Brown	1960	N04	Adventure Fiction	of	the strain of his screams	his screams	the strain	2	2
bn04.0101.02	Brown	1960	N04	Adventure Fiction	of	the chest of his pony	his pony	the chest	2	2
bn04.0108.01	Brown	1960	N04	Adventure Fiction	of	the rattle of gunfire	gunfire	the rattle	1	2
bn04.0116.01	Brown	1960	N04	Adventure Fiction	of	the sweetish odor of new-spilled blood	new-spilled blood	the sweetish odor	2	3
bn04.0116.02	Brown	1960	N04	Adventure Fiction	of	the acrid stench of frightened horses	frightened horses	the acrid stench	2	3
bn04.0116.03	Brown	1960	N04	Adventure Fiction	of	the bitterness of burned powder	burned powder	the bitterness	2	2
bn04.0127.01	Brown	1960	N04	Adventure Fiction	of	the end of the valley	the valley	the end	2	2
bn04.0143.01	Brown	1960	N04	Adventure Fiction	of	the whir of an ax	an ax	the whir	2	2
bn04.0145.02	Brown	1960	N04	Adventure Fiction	of	the top of the bale	the bale	the top	2	2
bn04.0150.01	Brown	1960	N04	Adventure Fiction	of	the twitching body of the man he had shot	the man he had shot	the twitching body	5	3
bn04.0163.04	Brown	1960	N04	Adventure Fiction	of	the relentless slam , slam of the cruelly efficient Hawkinses	the cruelly efficient Hawkinses	the relentless slam , slam	4	5
bn04.0165.01	Brown	1960	N04	Adventure Fiction	of	the backs of their wounded , screaming mounts	their wounded, screaming mounts	the backs	4	2
bn04.0165.01	Brown	1960	N04	Adventure Fiction	of	the backs of their wounded , screaming mounts	their wounded, screaming mounts	the backs	4	2
bn05.0028.03	Brown	1960	N05	Adventure Fiction	of	the far reaches of the firelight	the firelight	the far reaches	2	3
bn05.0098.01	Brown	1960	N05	Adventure Fiction	of	the corner of his mouth	his mouth	the corner	2	2
bn05.0117.01	Brown	1960	N05	Adventure Fiction	of	the sleeve of her coat	her coat	the sleeve	2	2
bn05.0119.02	Brown	1960	N05	Adventure Fiction	of	the handle of the quirt	the quirt	the handle	2	2
bn05.0135.01	Brown	1960	N05	Adventure Fiction	of	the sound of her horse	her horse	the sound	2	2
bn05.0183.01	Brown	1960	N05	Adventure Fiction	of	The first part of the road	the road	The first part	2	3
bn05.0186.01	Brown	1960	N05	Adventure Fiction	of	the side of the road	the road	the side	2	2
bn05.0187.01	Brown	1960	N05	Adventure Fiction	of	the first houses of Kelseyville	Kelseyville	the first houses	1	3
bn06.0001.02	Brown	1960	N06	Adventure Fiction	of	my state of mind	mind	my state	1	2
bn06.0010.01	Brown	1960	N06	Adventure Fiction	of	The pulsing glow of a cigarette	a cigarette	The pulsing glow	2	3
bn06.0016.02	Brown	1960	N06	Adventure Fiction	of	the far edge of the counter	the counter	the far edge	2	3
bn06.0025.02	Brown	1960	N06	Adventure Fiction	of	the cause of his baldness	his baldness	the cause	2	2
bn06.0038.02	Brown	1960	N06	Adventure Fiction	of	the far end of the hall	the hall	the far end	2	3
bn06.0045.01	Brown	1960	N06	Adventure Fiction	of	the worth of a ticket	a ticket	the worth	2	2
bn06.0048.01	Brown	1960	N06	Adventure Fiction	of	The presence of the two exhaust fans	the two exhaust fans	The presence	4	2
bn06.0072.01	Brown	1960	N06	Adventure Fiction	of	the neighborhood of the hall	the hall	the neighborhood	2	2
bn06.0076.01	Brown	1960	N06	Adventure Fiction	of	the tops of ships' masts and funnels	ships' masts and funnels	the tops	4	2
bn06.0076.02	Brown	1960	N06	Adventure Fiction	s	ships' masts and funnels	ships'	masts and funnels	1	3
bn06.0081.01	Brown	1960	N06	Adventure Fiction	of	the rear of the hall	the hall	the rear	2	2
bn06.0083.02	Brown	1960	N06	Adventure Fiction	s	longshoremen's lunch counters	longshoremen's	lunch counters	1	2
bn06.0085.02	Brown	1960	N06	Adventure Fiction	of	the process of my application	my application	the process	2	2
bn06.0088.01	Brown	1960	N06	Adventure Fiction	of	the director of the hall	the hall	the director	2	2
bn06.0094.01	Brown	1960	N06	Adventure Fiction	of	the remnants of stale smoke	stale smoke	the remnants	2	2
bn06.0096.01	Brown	1960	N06	Adventure Fiction	of	the heavy footfalls of many men	many men	the heavy footfalls	2	3
bn06.0098.01	Brown	1960	N06	Adventure Fiction	of	the rear wall of the office	the office	the rear wall	2	3
bn06.0109.02	Brown	1960	N06	Adventure Fiction	of	the workings of the hall	the hall	the workings	2	2
bn07.0001.01	Brown	1960	N07	Adventure Fiction	of	the back of his head	his head	the back	2	2
bn07.0004.02	Brown	1960	N07	Adventure Fiction	s	the guard's own gun	the guard's	own gun	2	2
bn07.0040.01	Brown	1960	N07	Adventure Fiction	of	the cord of the alarm bell	the alarm bell	the cord	3	2
bn07.0042.03	Brown	1960	N07	Adventure Fiction	of	the barrel of his gun	his gun	the barrel	2	2
bn07.0052.01	Brown	1960	N07	Adventure Fiction	of	the uniform of prison guards	prison guards	the uniform	2	2
bn07.0052.02	Brown	1960	N07	Adventure Fiction	of	the striped suits of convicts	convicts	the striped suits	1	3
bn07.0054.01	Brown	1960	N07	Adventure Fiction	of	the protection of the trees	the trees	the protection	2	2
bn07.0058.01	Brown	1960	N07	Adventure Fiction	s	Dill's release from the prison	Dill's	release from the prison	1	4
bn07.0086.02	Brown	1960	N07	Adventure Fiction	of	the solace of tobacco	tobacco	the solace	1	2
bn07.0151.02	Brown	1960	N07	Adventure Fiction	of	the central portion of the state	the state	the central portion	2	3
bn07.0161.01	Brown	1960	N07	Adventure Fiction	of	the onslaught of the powerful streams	the powerful streams	the onslaught	3	2
bn07.0161.02	Brown	1960	N07	Adventure Fiction	of	the force of a thousand fire hoses	a thousand fire hoses	the force	4	2
bn07.0165.02	Brown	1960	N07	Adventure Fiction	of	the swelling volume of a hundred tornadoes	a hundred tornadoes	the swelling volume	3	3
bn07.0176.03	Brown	1960	N07	Adventure Fiction	of	the fixed intensity of a cobra	a cobra	the fixed intensity	2	3
bn07.0185.01	Brown	1960	N07	Adventure Fiction	of	the top drawer of his desk	his desk	the top drawer	2	3
bn07.0197.01	Brown	1960	N07	Adventure Fiction	s	Barton's Night Riders	Barton's	Night Riders	1	2
bn08.0001.01	Brown	1960	N08	Adventure Fiction	of	the part of her mother	her mother	the part	2	2
bn08.0003.02	Brown	1960	N08	Adventure Fiction	of	the care of the little pink woman who chose to be called Auntie	the little pink woman who chose to be called Auntie	the care	8	2
bn08.0011.01	Brown	1960	N08	Adventure Fiction	of	the porch of the Culver house	the Culver house	the porch	3	2
bn08.0012.03	Brown	1960	N08	Adventure Fiction	of	the stealth of a criminal who has plotted his felony for months in advance and knows exactly which step to take next in the course of the final execution of his crime	a criminal who has plotted his felony for months in advance and knows exactly which step to take next in the course of the final execution of his crime	the stealth	8	2
bn08.0012.05	Brown	1960	N08	Adventure Fiction	of	the course of the final execution of his crime	the final execution of his crime	the course	6	2
bn08.0012.06	Brown	1960	N08	Adventure Fiction	of	the final execution of his crime	his crime	the final execution	2	3
bn08.0015.03	Brown	1960	N08	Adventure Fiction	of	the property of her great-grandfather , Major Hiram Munroe Culver	her great-grandfather, Major Hiram Munroe Culver	the property	6	2
bn08.0019.01	Brown	1960	N08	Adventure Fiction	of	the pocket of her slacks	her slacks	the pocket	2	2
bn08.0026.01	Brown	1960	N08	Adventure Fiction	of	the direction of the pool	the pool	the direction	2	2
bn08.0036.01	Brown	1960	N08	Adventure Fiction	of	the motion of her heart	her heart	the motion	2	2
